home_id,home_link,kamers,prijs,wonen
Cruquiuswerf (Bouwnr. 77),https://funda.nl/koop/verkocht/amsterdam/appartement-40899218-cruquiuswerf-bouwnr-77/,1 kamer,€ 205.000 v.o.n.,36 m²
Cruquiuswerf (Bouwnr. 78),https://funda.nl/koop/verkocht/amsterdam/appartement-40899219-cruquiuswerf-bouwnr-78/,1 kamer,€ 205.000 v.o.n.,36 m²
Cruquiuswerf (Bouwnr. 81),https://funda.nl/koop/verkocht/amsterdam/appartement-40899210-cruquiuswerf-bouwnr-81/,1 kamer,€ 205.000 v.o.n.,36 m²
Cruquiuswerf (Bouwnr. 82),https://funda.nl/koop/verkocht/amsterdam/appartement-40899211-cruquiuswerf-bouwnr-82/,1 kamer,€ 205.000 v.o.n.,36 m²
Cruquiuswerf (Bouwnr. 83),https://funda.nl/koop/verkocht/amsterdam/appartement-40899212-cruquiuswerf-bouwnr-83/,1 kamer,€ 205.000 v.o.n.,36 m²
Cruquiuswerf (Bouwnr. 84),https://funda.nl/koop/verkocht/amsterdam/appartement-40899223-cruquiuswerf-bouwnr-84/,1 kamer,€ 205.000 v.o.n.,36 m²
Cruquiuswerf (Bouwnr. 85),https://funda.nl/koop/verkocht/amsterdam/appartement-40899224-cruquiuswerf-bouwnr-85/,1 kamer,€ 205.000 v.o.n.,36 m²
Cruquiuswerf (Bouwnr. 86),https://funda.nl/koop/verkocht/amsterdam/appartement-40899225-cruquiuswerf-bouwnr-86/,1 kamer,€ 205.000 v.o.n.,36 m²
Cruquiuswerf (Bouwnr. 89),https://funda.nl/koop/verkocht/amsterdam/appartement-40899226-cruquiuswerf-bouwnr-89/,1 kamer,€ 198.000 v.o.n.,34 m²
Cruquiuswerf (Bouwnr. 90),https://funda.nl/koop/verkocht/amsterdam/appartement-40899227-cruquiuswerf-bouwnr-90/,1 kamer,€ 198.000 v.o.n.,34 m²
Cruquiuswerf (Bouwnr. 91),https://funda.nl/koop/verkocht/amsterdam/appartement-40899228-cruquiuswerf-bouwnr-91/,1 kamer,€ 198.000 v.o.n.,34 m²
Cruquiuswerf (Bouwnr. 92),https://funda.nl/koop/verkocht/amsterdam/appartement-40899229-cruquiuswerf-bouwnr-92/,1 kamer,€ 198.000 v.o.n.,34 m²
Cruquiuswerf (Bouwnr. 93),https://funda.nl/koop/verkocht/amsterdam/appartement-40899220-cruquiuswerf-bouwnr-93/,1 kamer,€ 198.000 v.o.n.,34 m²
Cruquiuswerf (Bouwnr. 94),https://funda.nl/koop/verkocht/amsterdam/appartement-40899221-cruquiuswerf-bouwnr-94/,1 kamer,€ 198.000 v.o.n.,34 m²
Cruquiuswerf (Bouwnr. 97),https://funda.nl/koop/verkocht/amsterdam/appartement-40899222-cruquiuswerf-bouwnr-97/,1 kamer,€ 198.000 v.o.n.,34 m²
Cruquiuswerf (Bouwnr. 98),https://funda.nl/koop/verkocht/amsterdam/appartement-40899233-cruquiuswerf-bouwnr-98/,1 kamer,€ 198.000 v.o.n.,34 m²
Cruquiuswerf (Bouwnr. 99),https://funda.nl/koop/verkocht/amsterdam/appartement-40899234-cruquiuswerf-bouwnr-99/,1 kamer,€ 198.000 v.o.n.,34 m²
Cruquiuswerf (Bouwnr. 293),https://funda.nl/koop/amsterdam/huis-40890463-cruquiuswerf-bouwnr-293/,5 kamers,€ 760.000 v.o.n.,140 m²
Cruquiuswerf (Bouwnr. 292),https://funda.nl/koop/verkocht/amsterdam/huis-40899352-cruquiuswerf-bouwnr-292/,5 kamers,€ 760.000 v.o.n.,140 m²
Cruquiuswerf (Bouwnr. 293),https://funda.nl/koop/verkocht/amsterdam/huis-40068922-cruquiuswerf-bouwnr-293/,5 kamers,€ 760.000 v.o.n.,140 m²
Cruquiuswerf (Bouwnr. 294),https://funda.nl/koop/verkocht/amsterdam/huis-40890464-cruquiuswerf-bouwnr-294/,5 kamers,€ 760.000 v.o.n.,140 m²
Cruquiuswerf (Bouwnr. 295),https://funda.nl/koop/verkocht/amsterdam/huis-40890465-cruquiuswerf-bouwnr-295/,5 kamers,€ 760.000 v.o.n.,140 m²
Cruquiuswerf (Bouwnr. 199),https://funda.nl/koop/amsterdam/appartement-40899397-cruquiuswerf-bouwnr-199/,2 kamers,€ 310.000 v.o.n.,53 m²
Cruquiuswerf (Bouwnr. 103),https://funda.nl/koop/verkocht/amsterdam/appartement-40899379-cruquiuswerf-bouwnr-103/,1 kamer,€ 240.000 v.o.n.,44 m²
Cruquiuswerf (Bouwnr. 104),https://funda.nl/koop/verkocht/amsterdam/appartement-40899370-cruquiuswerf-bouwnr-104/,2 kamers,€ 270.000 v.o.n.,47 m²
Cruquiuswerf (Bouwnr. 111),https://funda.nl/koop/verkocht/amsterdam/appartement-40899371-cruquiuswerf-bouwnr-111/,1 kamer,€ 245.000 v.o.n.,44 m²
Cruquiuswerf (Bouwnr. 112),https://funda.nl/koop/verkocht/amsterdam/appartement-40899372-cruquiuswerf-bouwnr-112/,2 kamers,€ 270.000 v.o.n.,47 m²
Cruquiuswerf (Bouwnr. 119),https://funda.nl/koop/verkocht/amsterdam/appartement-40899383-cruquiuswerf-bouwnr-119/,1 kamer,€ 250.000 v.o.n.,44 m²
Cruquiuswerf (Bouwnr. 120),https://funda.nl/koop/verkocht/amsterdam/appartement-40899384-cruquiuswerf-bouwnr-120/,2 kamers,€ 275.000 v.o.n.,47 m²
Cruquiuswerf (Bouwnr. 121),https://funda.nl/koop/verkocht/amsterdam/appartement-40899385-cruquiuswerf-bouwnr-121/,2 kamers,€ 300.000 v.o.n.,51 m²
Cruquiuswerf (Bouwnr. 125),https://funda.nl/koop/verkocht/amsterdam/appartement-40899387-cruquiuswerf-bouwnr-125/,2 kamers,€ 270.000 v.o.n.,46 m²
Cruquiuswerf (Bouwnr. 125),https://funda.nl/koop/verkocht/amsterdam/appartement-40059651-cruquiuswerf-bouwnr-125/,2 kamers,€ 270.000 v.o.n.,46 m²
Cruquiuswerf (Bouwnr. 126),https://funda.nl/koop/verkocht/amsterdam/appartement-40899388-cruquiuswerf-bouwnr-126/,2 kamers,€ 300.000 v.o.n.,52 m²
Cruquiuswerf (Bouwnr. 130),https://funda.nl/koop/verkocht/amsterdam/appartement-40899389-cruquiuswerf-bouwnr-130/,2 kamers,€ 270.000 v.o.n.,46 m²
Cruquiuswerf (Bouwnr. 131),https://funda.nl/koop/verkocht/amsterdam/appartement-40899380-cruquiuswerf-bouwnr-131/,2 kamers,€ 300.000 v.o.n.,52 m²
Cruquiuswerf (Bouwnr. 135),https://funda.nl/koop/verkocht/amsterdam/appartement-40899381-cruquiuswerf-bouwnr-135/,2 kamers,€ 270.000 v.o.n.,46 m²
Cruquiuswerf (Bouwnr. 136),https://funda.nl/koop/verkocht/amsterdam/appartement-40899382-cruquiuswerf-bouwnr-136/,2 kamers,€ 305.000 v.o.n.,52 m²
Cruquiuswerf (Bouwnr. 140),https://funda.nl/koop/verkocht/amsterdam/appartement-40899393-cruquiuswerf-bouwnr-140/,2 kamers,€ 270.000 v.o.n.,46 m²
Cruquiuswerf (Bouwnr. 141),https://funda.nl/koop/verkocht/amsterdam/appartement-40899394-cruquiuswerf-bouwnr-141/,2 kamers,€ 305.000 v.o.n.,52 m²
Cruquiuswerf (Bouwnr. 144),https://funda.nl/koop/verkocht/amsterdam/appartement-40899395-cruquiuswerf-bouwnr-144/,2 kamers,€ 275.000 v.o.n.,46 m²
Cruquiuswerf (Bouwnr. 145),https://funda.nl/koop/verkocht/amsterdam/appartement-40899396-cruquiuswerf-bouwnr-145/,2 kamers,€ 310.000 v.o.n.,52 m²
Cruquiuswerf (Bouwnr. 201),https://funda.nl/koop/verkocht/amsterdam/appartement-40899398-cruquiuswerf-bouwnr-201/,2 kamers,€ 320.000 v.o.n.,54 m²
Cruquiuswerf (Bouwnr. 205),https://funda.nl/koop/verkocht/amsterdam/appartement-40899399-cruquiuswerf-bouwnr-205/,2 kamers,€ 320.000 v.o.n.,54 m²
Cruquiuswerf (Bouwnr. 209),https://funda.nl/koop/verkocht/amsterdam/appartement-40899390-cruquiuswerf-bouwnr-209/,2 kamers,€ 280.000 v.o.n.,48 m²
Cruquiuswerf (Bouwnr. 213),https://funda.nl/koop/verkocht/amsterdam/appartement-40899391-cruquiuswerf-bouwnr-213/,2 kamers,€ 305.000 v.o.n.,53 m²
Cruquiuswerf (Bouwnr. 217),https://funda.nl/koop/verkocht/amsterdam/appartement-40899392-cruquiuswerf-bouwnr-217/,2 kamers,€ 305.000 v.o.n.,53 m²
Cruquiuswerf (Bouwnr. 221),https://funda.nl/koop/verkocht/amsterdam/appartement-40899303-cruquiuswerf-bouwnr-221/,2 kamers,€ 310.000 v.o.n.,53 m²
Cruquiuswerf (Bouwnr. 51),https://funda.nl/koop/verkocht/amsterdam/appartement-40899252-cruquiuswerf-bouwnr-51/,2 kamers,€ 265.000 v.o.n.,47 m²
Cruquiuswerf (Bouwnr. 52),https://funda.nl/koop/verkocht/amsterdam/appartement-40899363-cruquiuswerf-bouwnr-52/,2 kamers,€ 230.000 v.o.n.,42 m²
Cruquiuswerf (Bouwnr. 53),https://funda.nl/koop/verkocht/amsterdam/appartement-40899364-cruquiuswerf-bouwnr-53/,2 kamers,€ 295.000 v.o.n.,53 m²
Cruquiuswerf (Bouwnr. 55),https://funda.nl/koop/verkocht/amsterdam/appartement-40899365-cruquiuswerf-bouwnr-55/,2 kamers,€ 265.000 v.o.n.,47 m²
Cruquiuswerf (Bouwnr. 56),https://funda.nl/koop/verkocht/amsterdam/appartement-40899366-cruquiuswerf-bouwnr-56/,2 kamers,€ 265.000 v.o.n.,48 m²
Cruquiuswerf (Bouwnr. 59),https://funda.nl/koop/verkocht/amsterdam/appartement-40899367-cruquiuswerf-bouwnr-59/,2 kamers,€ 265.000 v.o.n.,47 m²
Cruquiuswerf (Bouwnr. 60),https://funda.nl/koop/verkocht/amsterdam/appartement-40899360-cruquiuswerf-bouwnr-60/,2 kamers,€ 265.000 v.o.n.,48 m²
Cruquiuswerf (Bouwnr. 63),https://funda.nl/koop/verkocht/amsterdam/appartement-40899361-cruquiuswerf-bouwnr-63/,2 kamers,€ 265.000 v.o.n.,47 m²
Cruquiuswerf (Bouwnr. 64),https://funda.nl/koop/verkocht/amsterdam/appartement-40899362-cruquiuswerf-bouwnr-64/,2 kamers,€ 265.000 v.o.n.,48 m²
Cruquiuswerf (Bouwnr. 79),https://funda.nl/koop/verkocht/amsterdam/appartement-40899373-cruquiuswerf-bouwnr-79/,2 kamers,€ 265.000 v.o.n.,48 m²
Cruquiuswerf (Bouwnr. 80),https://funda.nl/koop/verkocht/amsterdam/appartement-40899374-cruquiuswerf-bouwnr-80/,2 kamers,€ 270.000 v.o.n.,47 m²
Cruquiuswerf (Bouwnr. 87),https://funda.nl/koop/verkocht/amsterdam/appartement-40899375-cruquiuswerf-bouwnr-87/,2 kamers,€ 265.000 v.o.n.,48 m²
Cruquiuswerf (Bouwnr. 88),https://funda.nl/koop/verkocht/amsterdam/appartement-40899376-cruquiuswerf-bouwnr-88/,2 kamers,€ 270.000 v.o.n.,47 m²
Cruquiuswerf (Bouwnr. 95),https://funda.nl/koop/verkocht/amsterdam/appartement-40899377-cruquiuswerf-bouwnr-95/,1 kamer,€ 240.000 v.o.n.,44 m²
Cruquiuswerf (Bouwnr. 96),https://funda.nl/koop/verkocht/amsterdam/appartement-40899378-cruquiuswerf-bouwnr-96/,2 kamers,€ 270.000 v.o.n.,47 m²
Cruquiuswerf (Bouwnr. 54),https://funda.nl/koop/amsterdam/appartement-40292105-cruquiuswerf-bouwnr-54/,2 kamers,€ 363.000 v.o.n.,67 m²
Cruquiuswerf (Bouwnr. 122),https://funda.nl/koop/verkocht/amsterdam/appartement-40899315-cruquiuswerf-bouwnr-122/,2 kamers,€ 345.000 v.o.n.,61 m²
Cruquiuswerf (Bouwnr. 200),https://funda.nl/koop/verkocht/amsterdam/appartement-40899316-cruquiuswerf-bouwnr-200/,3 kamers,€ 390.000 v.o.n.,68 m²
Cruquiuswerf (Bouwnr. 203),https://funda.nl/koop/verkocht/amsterdam/appartement-40899317-cruquiuswerf-bouwnr-203/,3 kamers,€ 390.000 v.o.n.,68 m²
Cruquiuswerf (Bouwnr. 204),https://funda.nl/koop/verkocht/amsterdam/appartement-40899318-cruquiuswerf-bouwnr-204/,3 kamers,€ 390.000 v.o.n.,68 m²
Cruquiuswerf (Bouwnr. 207),https://funda.nl/koop/verkocht/amsterdam/appartement-40899319-cruquiuswerf-bouwnr-207/,3 kamers,€ 390.000 v.o.n.,68 m²
Cruquiuswerf (Bouwnr. 208),https://funda.nl/koop/verkocht/amsterdam/appartement-40899310-cruquiuswerf-bouwnr-208/,3 kamers,€ 380.000 v.o.n.,67 m²
Cruquiuswerf (Bouwnr. 211),https://funda.nl/koop/verkocht/amsterdam/appartement-40899311-cruquiuswerf-bouwnr-211/,2 kamers,€ 340.000 v.o.n.,58 m²
Cruquiuswerf (Bouwnr. 215),https://funda.nl/koop/verkocht/amsterdam/appartement-40899312-cruquiuswerf-bouwnr-215/,2 kamers,€ 350.000 v.o.n.,61 m²
Cruquiuswerf (Bouwnr. 219),https://funda.nl/koop/verkocht/amsterdam/appartement-40899323-cruquiuswerf-bouwnr-219/,2 kamers,€ 350.000 v.o.n.,61 m²
Cruquiuswerf (Bouwnr. 223),https://funda.nl/koop/verkocht/amsterdam/appartement-40899324-cruquiuswerf-bouwnr-223/,2 kamers,€ 360.000 v.o.n.,61 m²
Cruquiuswerf (Bouwnr. 54),https://funda.nl/koop/verkocht/amsterdam/appartement-40899304-cruquiuswerf-bouwnr-54/,2 kamers,€ 363.000 v.o.n.,67 m²
Cruquiuswerf (Bouwnr. 57),https://funda.nl/koop/verkocht/amsterdam/appartement-40899305-cruquiuswerf-bouwnr-57/,2 kamers,€ 325.000 v.o.n.,59 m²
Cruquiuswerf (Bouwnr. 58),https://funda.nl/koop/verkocht/amsterdam/appartement-40899306-cruquiuswerf-bouwnr-58/,2 kamers,€ 363.000 v.o.n.,67 m²
Cruquiuswerf (Bouwnr. 61),https://funda.nl/koop/verkocht/amsterdam/appartement-40899307-cruquiuswerf-bouwnr-61/,2 kamers,€ 325.000 v.o.n.,59 m²
Cruquiuswerf (Bouwnr. 62),https://funda.nl/koop/verkocht/amsterdam/appartement-40899309-cruquiuswerf-bouwnr-62/,2 kamers,€ 365.000 v.o.n.,67 m²
Cruquiuswerf (Bouwnr. 65),https://funda.nl/koop/verkocht/amsterdam/appartement-40899300-cruquiuswerf-bouwnr-65/,2 kamers,€ 325.000 v.o.n.,59 m²
Cruquiuswerf (Bouwnr. 66),https://funda.nl/koop/verkocht/amsterdam/appartement-40899301-cruquiuswerf-bouwnr-66/,2 kamers,€ 365.000 v.o.n.,67 m²
Cruquiuswerf (Bouwnr. 71),https://funda.nl/koop/verkocht/amsterdam/appartement-40899302-cruquiuswerf-bouwnr-71/,3 kamers,€ 390.000 v.o.n.,71 m²
Cruquiuswerf (Bouwnr. 72),https://funda.nl/koop/verkocht/amsterdam/appartement-40899314-cruquiuswerf-bouwnr-72/,2 kamers,€ 350.000 v.o.n.,61 m²
Cruquiuswerf (Bouwnr. 225),https://funda.nl/koop/amsterdam/appartement-40899351-cruquiuswerf-bouwnr-225/,3 kamers,€ 515.000 v.o.n.,84 m²
Cruquiuswerf (Bouwnr. 174),https://funda.nl/koop/verkocht/amsterdam/appartement-40899345-cruquiuswerf-bouwnr-174/,3 kamers,€ 465.000 v.o.n.,82 m²
Cruquiuswerf (Bouwnr. 177),https://funda.nl/koop/verkocht/amsterdam/appartement-40899346-cruquiuswerf-bouwnr-177/,3 kamers,€ 465.000 v.o.n.,80 m²
Cruquiuswerf (Bouwnr. 178),https://funda.nl/koop/verkocht/amsterdam/appartement-40899347-cruquiuswerf-bouwnr-178/,3 kamers,€ 430.000 v.o.n.,75 m²
Cruquiuswerf (Bouwnr. 179),https://funda.nl/koop/verkocht/amsterdam/appartement-40899348-cruquiuswerf-bouwnr-179/,3 kamers,€ 465.000 v.o.n.,82 m²
Cruquiuswerf (Bouwnr. 179),https://funda.nl/koop/verkocht/amsterdam/appartement-40100861-cruquiuswerf-bouwnr-179/,3 kamers,€ 465.000 v.o.n.,82 m²
Cruquiuswerf (Bouwnr. 182),https://funda.nl/koop/verkocht/amsterdam/appartement-40899349-cruquiuswerf-bouwnr-182/,3 kamers,€ 465.000 v.o.n.,80 m²
Cruquiuswerf (Bouwnr. 183),https://funda.nl/koop/verkocht/amsterdam/appartement-40899340-cruquiuswerf-bouwnr-183/,3 kamers,€ 430.000 v.o.n.,75 m²
Cruquiuswerf (Bouwnr. 184),https://funda.nl/koop/verkocht/amsterdam/appartement-40899341-cruquiuswerf-bouwnr-184/,3 kamers,€ 465.000 v.o.n.,82 m²
Cruquiuswerf (Bouwnr. 187),https://funda.nl/koop/verkocht/amsterdam/appartement-40899342-cruquiuswerf-bouwnr-187/,3 kamers,€ 465.000 v.o.n.,80 m²
Cruquiuswerf (Bouwnr. 188),https://funda.nl/koop/verkocht/amsterdam/appartement-40899353-cruquiuswerf-bouwnr-188/,3 kamers,€ 430.000 v.o.n.,75 m²
Cruquiuswerf (Bouwnr. 210),https://funda.nl/koop/verkocht/amsterdam/appartement-40899354-cruquiuswerf-bouwnr-210/,4 kamers,€ 455.000 v.o.n.,78 m²
Cruquiuswerf (Bouwnr. 212),https://funda.nl/koop/verkocht/amsterdam/appartement-40899355-cruquiuswerf-bouwnr-212/,3 kamers,€ 415.000 v.o.n.,73 m²
Cruquiuswerf (Bouwnr. 214),https://funda.nl/koop/verkocht/amsterdam/appartement-40899356-cruquiuswerf-bouwnr-214/,4 kamers,€ 470.000 v.o.n.,82 m²
Cruquiuswerf (Bouwnr. 216),https://funda.nl/koop/verkocht/amsterdam/appartement-40899357-cruquiuswerf-bouwnr-216/,3 kamers,€ 415.000 v.o.n.,73 m²
Cruquiuswerf (Bouwnr. 218),https://funda.nl/koop/verkocht/amsterdam/appartement-40899358-cruquiuswerf-bouwnr-218/,4 kamers,€ 470.000 v.o.n.,82 m²
Cruquiuswerf (Bouwnr. 220),https://funda.nl/koop/verkocht/amsterdam/appartement-40899359-cruquiuswerf-bouwnr-220/,3 kamers,€ 420.000 v.o.n.,73 m²
Cruquiuswerf (Bouwnr. 222),https://funda.nl/koop/verkocht/amsterdam/appartement-40899350-cruquiuswerf-bouwnr-222/,4 kamers,€ 480.000 v.o.n.,82 m²
Cruquiuswerf (Bouwnr. 206),https://funda.nl/koop/amsterdam/appartement-40890460-cruquiuswerf-bouwnr-206/,4 kamers,€ 580.000 v.o.n.,100 m²
Cruquiuswerf (Bouwnr. 143),https://funda.nl/koop/verkocht/amsterdam/appartement-40890468-cruquiuswerf-bouwnr-143/,4 kamers,€ 545.000 v.o.n.,95 m²
Cruquiuswerf (Bouwnr. 202),https://funda.nl/koop/verkocht/amsterdam/appartement-40890469-cruquiuswerf-bouwnr-202/,4 kamers,€ 580.000 v.o.n.,100 m²
Cruquiuswerf (Bouwnr. 224),https://funda.nl/koop/verkocht/amsterdam/appartement-40890461-cruquiuswerf-bouwnr-224/,4 kamers,€ 545.000 v.o.n.,90 m²
Cruquiuswerf (Bouwnr. 226),https://funda.nl/koop/verkocht/amsterdam/appartement-40890462-cruquiuswerf-bouwnr-226/,4 kamers,€ 555.000 v.o.n.,92 m²
Cruquiuswerf (Bouwnr. 229),https://funda.nl/koop/verkocht/amsterdam/appartement-40890473-cruquiuswerf-bouwnr-229/,4 kamers,€ 560.000 v.o.n.,93 m²
Cruquiuswerf (Bouwnr. 232),https://funda.nl/koop/verkocht/amsterdam/appartement-40890474-cruquiuswerf-bouwnr-232/,4 kamers,€ 560.000 v.o.n.,93 m²
Cruquiuswerf (Bouwnr. 235),https://funda.nl/koop/verkocht/amsterdam/appartement-40890475-cruquiuswerf-bouwnr-235/,4 kamers,€ 565.000 v.o.n.,93 m²
Cruquiuswerf (Bouwnr. 238),https://funda.nl/koop/verkocht/amsterdam/appartement-40890476-cruquiuswerf-bouwnr-238/,4 kamers,€ 565.000 v.o.n.,93 m²
Cruquiuswerf (Bouwnr. 242),https://funda.nl/koop/verkocht/amsterdam/appartement-40890478-cruquiuswerf-bouwnr-242/,4 kamers,€ 575.000 v.o.n.,91 m²
Cruquiuswerf (Bouwnr. 68),https://funda.nl/koop/verkocht/amsterdam/appartement-40890466-cruquiuswerf-bouwnr-68/,4 kamers,€ 536.000 v.o.n.,98 m²
Cruquiuswerf (Bouwnr. 70),https://funda.nl/koop/verkocht/amsterdam/appartement-40890467-cruquiuswerf-bouwnr-70/,4 kamers,€ 547.000 v.o.n.,98 m²
Bundlaan 140,https://funda.nl/koop/amsterdam/appartement-40851345-bundlaan-140/,3 kamers,€ 600.000 v.o.n.,96 m²
Bundlaan 142,https://funda.nl/koop/amsterdam/appartement-40851347-bundlaan-142/,3 kamers,€ 640.000 v.o.n.,105 m²
Bundlaan 144,https://funda.nl/koop/amsterdam/appartement-40851346-bundlaan-144/,3 kamers,€ 560.000 v.o.n.,89 m²
Bundlaan 168,https://funda.nl/koop/amsterdam/appartement-40851349-bundlaan-168/,2 kamers,€ 490.000 v.o.n.,83 m²
Bundlaan 210,https://funda.nl/koop/amsterdam/appartement-40851342-bundlaan-210/,2 kamers,€ 640.000 v.o.n.,107 m²
Bundlaan 212,https://funda.nl/koop/amsterdam/appartement-40851341-bundlaan-212/,2 kamers,€ 550.000 v.o.n.,92 m²
Bundlaan 214,https://funda.nl/koop/amsterdam/appartement-40851353-bundlaan-214/,3 kamers,€ 600.000 v.o.n.,99 m²
Bundlaan 216,https://funda.nl/koop/amsterdam/appartement-40851354-bundlaan-216/,2 kamers,€ 505.000 v.o.n.,86 m²
Bundlaan 218,https://funda.nl/koop/amsterdam/appartement-40851355-bundlaan-218/,3 kamers,€ 635.000 v.o.n.,95 m²
Bundlaan 170,https://funda.nl/koop/amsterdam/appartement-40851340-bundlaan-170/,2 kamers,€ 540.000 v.o.n.,90 m²
Bundlaan 172,https://funda.nl/koop/amsterdam/appartement-40851348-bundlaan-172/,3 kamers,€ 650.000 v.o.n.,105 m²
Bundlaan 220,https://funda.nl/koop/amsterdam/appartement-40851356-bundlaan-220/,3 kamers,€ 615.000 v.o.n.,96 m²
Bundlaan 146,https://funda.nl/koop/amsterdam/appartement-40851357-bundlaan-146/,3 kamers,€ 605.000 v.o.n.,96 m²
Bundlaan 148,https://funda.nl/koop/amsterdam/appartement-40851359-bundlaan-148/,3 kamers,€ 645.000 v.o.n.,105 m²
Bundlaan 222,https://funda.nl/koop/amsterdam/appartement-40852464-bundlaan-222/,2 kamers,€ 645.000 v.o.n.,106 m²
Bundlaan 224,https://funda.nl/koop/amsterdam/appartement-40852463-bundlaan-224/,2 kamers,€ 560.000 v.o.n.,92 m²
Bundlaan 230,https://funda.nl/koop/amsterdam/appartement-40852467-bundlaan-230/,3 kamers,€ 640.000 v.o.n.,95 m²
Bundlaan 174,https://funda.nl/koop/amsterdam/appartement-40851351-bundlaan-174/,2 kamers,€ 495.000 v.o.n.,83 m²
Bundlaan 176,https://funda.nl/koop/amsterdam/appartement-40851352-bundlaan-176/,2 kamers,€ 545.000 v.o.n.,90 m²
Bundlaan 226,https://funda.nl/koop/amsterdam/appartement-40852465-bundlaan-226/,3 kamers,€ 605.000 v.o.n.,99 m²
Bundlaan 228,https://funda.nl/koop/amsterdam/appartement-40852466-bundlaan-228/,2 kamers,€ 510.000 v.o.n.,86 m²
Bundlaan 232,https://funda.nl/koop/amsterdam/appartement-40852468-bundlaan-232/,3 kamers,€ 620.000 v.o.n.,96 m²
Bundlaan 150,https://funda.nl/koop/verkocht/amsterdam/appartement-40851358-bundlaan-150/,3 kamers,€ 565.000 v.o.n.,89 m²
Bundlaan 178,https://funda.nl/koop/verkocht/amsterdam/appartement-40851350-bundlaan-178/,3 kamers,€ 655.000 v.o.n.,105 m²
Bundlaan 134,https://funda.nl/koop/amsterdam/appartement-40851337-bundlaan-134/,3 kamers,€ 635.000 v.o.n.,107 m²
Bundlaan 136,https://funda.nl/koop/amsterdam/appartement-40851338-bundlaan-136/,2 kamers,€ 490.000 v.o.n.,79 m²
Bundlaan 200,https://funda.nl/koop/amsterdam/appartement-40851330-bundlaan-200/,2 kamers,€ 705.000 v.o.n.,110 m²
Bundlaan 202,https://funda.nl/koop/amsterdam/appartement-40851331-bundlaan-202/,3 kamers,€ 820.000 v.o.n.,126 m²
Bundlaan 206,https://funda.nl/koop/amsterdam/appartement-40851343-bundlaan-206/,3 kamers,€ 630.000 v.o.n.,95 m²
Bundlaan 208,https://funda.nl/koop/amsterdam/appartement-40851344-bundlaan-208/,2 kamers,€ 550.000 v.o.n.,80 m²
Bundlaan 138,https://funda.nl/koop/amsterdam/appartement-40851339-bundlaan-138/,2 kamers,€ 545.000 v.o.n.,83 m²
Bundlaan 204,https://funda.nl/koop/amsterdam/appartement-40851332-bundlaan-204/,3 kamers,€ 700.000 v.o.n.,111 m²
Bundlaan 158,https://funda.nl/koop/amsterdam/appartement-40852471-bundlaan-158/,3 kamers,€ 560.000 v.o.n.,84 m²
Bundlaan 186,https://funda.nl/koop/amsterdam/appartement-40852484-bundlaan-186/,2 kamers,€ 555.000 v.o.n.,88 m²
Bundlaan 254,https://funda.nl/koop/amsterdam/appartement-40852480-bundlaan-254/,3 kamers,€ 850.000 v.o.n.,125 m²
Bundlaan 160,https://funda.nl/koop/amsterdam/appartement-40852472-bundlaan-160/,2 kamers,€ 570.000 v.o.n.,87 m²
Bundlaan 252,https://funda.nl/koop/amsterdam/appartement-40852489-bundlaan-252/,3 kamers,€ 650.000 v.o.n.,94 m²
Bundlaan 188,https://funda.nl/koop/verkocht/amsterdam/appartement-40852483-bundlaan-188/,3 kamers,€ 710.000 v.o.n.,110 m²
Bundlaan 190,https://funda.nl/koop/verkocht/amsterdam/appartement-40852485-bundlaan-190/,3 kamers,€ 565.000 v.o.n.,86 m²
Bundlaan 246,https://funda.nl/koop/verkocht/amsterdam/appartement-40852487-bundlaan-246/,2 kamers,€ 560.000 v.o.n.,89 m²
Bundlaan 248,https://funda.nl/koop/verkocht/amsterdam/appartement-40852486-bundlaan-248/,2 kamers,€ 520.000 v.o.n.,83 m²
Bundlaan 250,https://funda.nl/koop/verkocht/amsterdam/appartement-40852488-bundlaan-250/,2 kamers,€ 455.000 v.o.n.,73 m²
Bundlaan 152,https://funda.nl/koop/amsterdam/appartement-40852469-bundlaan-152/,2 kamers,€ 505.000 v.o.n.,79 m²
Bundlaan 234,https://funda.nl/koop/amsterdam/appartement-40852476-bundlaan-234/,2 kamers,€ 720.000 v.o.n.,115 m²
Bundlaan 180,https://funda.nl/koop/amsterdam/appartement-40852473-bundlaan-180/,2 kamers,€ 505.000 v.o.n.,85 m²
Bundlaan 154,https://funda.nl/koop/verkocht/amsterdam/appartement-40852461-bundlaan-154/,3 kamers,€ 575.000 v.o.n.,92 m²
Bundlaan 156,https://funda.nl/koop/verkocht/amsterdam/appartement-40852460-bundlaan-156/,2 kamers,€ 505.000 v.o.n.,80 m²
Bundlaan 182,https://funda.nl/koop/verkocht/amsterdam/appartement-40852474-bundlaan-182/,2 kamers,€ 500.000 v.o.n.,77 m²
Bundlaan 184,https://funda.nl/koop/verkocht/amsterdam/appartement-40852462-bundlaan-184/,3 kamers,€ 585.000 v.o.n.,92 m²
Bundlaan 236,https://funda.nl/koop/verkocht/amsterdam/appartement-40852475-bundlaan-236/,3 kamers,€ 540.000 v.o.n.,88 m²
Bundlaan 238,https://funda.nl/koop/verkocht/amsterdam/appartement-40852477-bundlaan-238/,2 kamers,€ 550.000 v.o.n.,89 m²
