home_id,home_link,kamers,prijs,wonen
Haut Urban Korte Ouderkerkerdijk (Bouwnr. 6.2),https://funda.nl/koop/verkocht/amsterdam/appartement-40888380-haut-urban-korte-ouderkerkerdijk-bouwnr-62/,2 kamers,€ 610.000 v.o.n.,76 m²
Haut Urban Korte Ouderkerkerdijk (Bouwnr. 7.2),https://funda.nl/koop/verkocht/amsterdam/appartement-40888381-haut-urban-korte-ouderkerkerdijk-bouwnr-72/,3 kamers,€ 895.000 v.o.n.,112 m²
HAUT Panorama Korte Ouderkerkerdijk (Bouwnr. 12.1),https://funda.nl/koop/verkocht/amsterdam/appartement-40681780-haut-panorama-korte-ouderkerkerdijk-bouwnr-121/,4 kamers,€ 1.950.000 v.o.n.,232 m²
HAUT Panorama Korte Ouderkerkerdijk (Bouwnr. 13.1),https://funda.nl/koop/verkocht/amsterdam/appartement-40681781-haut-panorama-korte-ouderkerkerdijk-bouwnr-131/,4 kamers,€ 1.380.000 v.o.n.,155 m²
HAUT Panorama Korte Ouderkerkerdijk (Bouwnr. 16.1),https://funda.nl/koop/verkocht/amsterdam/appartement-40881717-haut-panorama-korte-ouderkerkerdijk-bouwnr-161/,4 kamers,€ 2.250.000 v.o.n.,234 m²
HAUT Panorama Korte Ouderkerkerdijk (Bouwnr. 17.1),https://funda.nl/koop/verkocht/amsterdam/appartement-40681782-haut-panorama-korte-ouderkerkerdijk-bouwnr-171/,4 kamers,€ 1.720.000 v.o.n.,195 m²
HAUT Panorama Korte Ouderkerkerdijk (Bouwnr. 18.1),https://funda.nl/koop/verkocht/amsterdam/appartement-40881718-haut-panorama-korte-ouderkerkerdijk-bouwnr-181/,4 kamers,€ 2.230.000 v.o.n.,226 m²
HAUT Panorama Korte Ouderkerkerdijk (Bouwnr. 19.1),https://funda.nl/koop/verkocht/amsterdam/appartement-40881719-haut-panorama-korte-ouderkerkerdijk-bouwnr-191/,4 kamers,€ 1.950.000 v.o.n.,196 m²
HAUT Panorama Korte Ouderkerkerdijk (Bouwnr. 2.1),https://funda.nl/koop/verkocht/amsterdam/appartement-40881715-haut-panorama-korte-ouderkerkerdijk-bouwnr-21/,4 kamers,€ 1.175.000 v.o.n.,154 m²
HAUT Panorama Korte Ouderkerkerdijk (Bouwnr. 3.1),https://funda.nl/koop/verkocht/amsterdam/appartement-40681787-haut-panorama-korte-ouderkerkerdijk-bouwnr-31/,4 kamers,€ 1.190.000 v.o.n.,155 m²
HAUT Panorama Korte Ouderkerkerdijk (Bouwnr. 4.1),https://funda.nl/koop/verkocht/amsterdam/appartement-40881716-haut-panorama-korte-ouderkerkerdijk-bouwnr-41/,4 kamers,€ 1.645.000 v.o.n.,196 m²
HAUT Panorama Korte Ouderkerkerdijk (Bouwnr. 5.1),https://funda.nl/koop/verkocht/amsterdam/appartement-40681788-haut-panorama-korte-ouderkerkerdijk-bouwnr-51/,4 kamers,€ 1.250.000 v.o.n.,155 m²
HAUT Panorama Korte Ouderkerkerdijk (Bouwnr. 8.1),https://funda.nl/koop/verkocht/amsterdam/appartement-40681789-haut-panorama-korte-ouderkerkerdijk-bouwnr-81/,4 kamers,€ 1.250.000 v.o.n.,154 m²
HAUT Villa Korte Ouderkerkerdijk (Bouwnr. 14.1),https://funda.nl/koop/amsterdam/appartement-40171908-haut-villa-korte-ouderkerkerdijk-bouwnr-141/,5 kamers,€ 2.395.000 v.o.n.,232 m²
HAUT Villa Korte Ouderkerkerdijk (Bouwnr. 14.1),https://funda.nl/koop/verkocht/amsterdam/appartement-40882743-haut-villa-korte-ouderkerkerdijk-bouwnr-141/,5 kamers,€ 2.395.000 v.o.n.,232 m²
HAUT Villa Korte Ouderkerkerdijk (Bouwnr. 9.1),https://funda.nl/koop/verkocht/amsterdam/appartement-40681793-haut-villa-korte-ouderkerkerdijk-bouwnr-91/,6 kamers,€ 2.100.000 v.o.n.,235 m²
Arlandaweg (Bouwnr. 25),https://funda.nl/koop/amsterdam/appartement-40143623-arlandaweg-bouwnr-25/,4 kamers,€ 570.000 k.k.,106 m²
Arlandaweg (Bouwnr. 31),https://funda.nl/koop/amsterdam/appartement-40143624-arlandaweg-bouwnr-31/,4 kamers,€ 795.000 k.k.,146 m²
Radarweg (Bouwnr. 12),https://funda.nl/koop/amsterdam/appartement-40143625-radarweg-bouwnr-12/,3 kamers,€ 525.000 k.k.,105 m²
Arlandaweg (Bouwnr. 26),https://funda.nl/koop/verkocht/amsterdam/appartement-40918504-arlandaweg-bouwnr-26/,3 kamers,€ 500.000 k.k.,106 m²
Radarweg (Bouwnr. 13),https://funda.nl/koop/verkocht/amsterdam/appartement-40926169-radarweg-bouwnr-13/,4 kamers,€ 550.000 k.k.,106 m²
Radarweg (Bouwnr. 16),https://funda.nl/koop/verkocht/amsterdam/appartement-40918596-radarweg-bouwnr-16/,3 kamers,€ 275.000 k.k.,52 m²
Radarweg (Bouwnr. 19),https://funda.nl/koop/verkocht/amsterdam/appartement-40918562-radarweg-bouwnr-19/,4 kamers,€ 450.000 k.k.,83 m²
Radarweg (Bouwnr. 29),https://funda.nl/koop/verkocht/amsterdam/appartement-40918573-radarweg-bouwnr-29/,4 kamers,€ 500.000 k.k.,89 m²
Kerkstraat 112,https://funda.nl/koop/amsterdam/appartement-40077881-kerkstraat-112/,4 kamers,€ 2.770.000 v.o.n.,256 m²
Kerkstraat 116,https://funda.nl/koop/amsterdam/appartement-40077882-kerkstraat-116/,3 kamers,€ 1.870.000 v.o.n.,161 m²
Kerkstraat 118,https://funda.nl/koop/amsterdam/appartement-40077893-kerkstraat-118/,4 kamers,€ 1.970.000 v.o.n.,154 m²
Prinsengracht 759 hs.,https://funda.nl/koop/amsterdam/appartement-40289516-prinsengracht-759-hs/,4 kamers,€ 2.690.000 v.o.n.,250 m²
Kerkstraat 114,https://funda.nl/koop/amsterdam/appartement-40069074-kerkstraat-114/,4 kamers,€ 1.870.000 v.o.n.,163 m²
Kerkstraat 120,https://funda.nl/koop/amsterdam/appartement-40077894-kerkstraat-120/,3 kamers,€ 2.030.000 v.o.n.,152 m²
Kerkstraat 110,https://funda.nl/koop/verkocht/amsterdam/appartement-40077880-kerkstraat-110/,4 kamers,€ 2.300.000 v.o.n.,214 m²
Burgemeester Hogguerstraat 789 B,https://funda.nl/huur/amsterdam/appartement-40274266-burgemeester-hogguerstraat-789-b/,2 kamers,€ 1.225 /mnd,44 m²
Burgemeester Hogguerstraat 793 C,https://funda.nl/huur/amsterdam/appartement-40264820-burgemeester-hogguerstraat-793-c/,2 kamers,€ 1.275 /mnd,44 m²
Burgemeester Hogguerstraat 793 A,https://funda.nl/huur/amsterdam/appartement-40263561-burgemeester-hogguerstraat-793-a/,2 kamers,€ 1.175 /mnd,41 m²
Burgemeester Hogguerstraat 791 A,https://funda.nl/huur/verhuurd/amsterdam/appartement-40280291-burgemeester-hogguerstraat-791-a/,2 kamers,€ 1.175 /mnd,41 m²
Burgemeester Hogguerstraat 791 B,https://funda.nl/huur/amsterdam/appartement-40288326-burgemeester-hogguerstraat-791-b/,2 kamers,€ 1.325 /mnd,48 m²
Burgemeester Hogguerstraat 791 H,https://funda.nl/huur/amsterdam/appartement-40263562-burgemeester-hogguerstraat-791-h/,2 kamers,€ 1.350 /mnd,50 m²
Burgemeester Hogguerstraat 793 F,https://funda.nl/huur/amsterdam/appartement-40264829-burgemeester-hogguerstraat-793-f/,2 kamers,€ 1.425 /mnd,55 m²
Conny Stuartstraat 17,https://funda.nl/koop/amsterdam/appartement-40291222-conny-stuartstraat-17/,3 kamers,€ 477.500 v.o.n.,82 m²
Conny Stuartstraat 21,https://funda.nl/koop/amsterdam/appartement-40291221-conny-stuartstraat-21/,4 kamers,€ 503.500 v.o.n.,87 m²
Conny Stuartstraat 29,https://funda.nl/koop/amsterdam/appartement-40284030-conny-stuartstraat-29/,3 kamers,€ 480.000 v.o.n.,82 m²
Conny Stuartstraat 33,https://funda.nl/koop/amsterdam/appartement-40284827-conny-stuartstraat-33/,4 kamers,€ 507.000 v.o.n.,87 m²
Conny Stuartstraat 41,https://funda.nl/koop/amsterdam/appartement-40291239-conny-stuartstraat-41/,3 kamers,€ 482.500 v.o.n.,82 m²
Conny Stuartstraat 43,https://funda.nl/koop/amsterdam/appartement-40284821-conny-stuartstraat-43/,3 kamers,€ 402.500 v.o.n.,67 m²
Conny Stuartstraat 45,https://funda.nl/koop/amsterdam/appartement-40284039-conny-stuartstraat-45/,4 kamers,€ 493.500 v.o.n.,84 m²
Conny Stuartstraat 5,https://funda.nl/koop/amsterdam/appartement-40288856-conny-stuartstraat-5/,3 kamers,€ 475.000 v.o.n.,82 m²
Conny Stuartstraat 53,https://funda.nl/koop/amsterdam/appartement-40284031-conny-stuartstraat-53/,3 kamers,€ 485.000 v.o.n.,82 m²
Conny Stuartstraat 57,https://funda.nl/koop/amsterdam/appartement-40291238-conny-stuartstraat-57/,4 kamers,€ 497.000 v.o.n.,84 m²
Conny Stuartstraat 59,https://funda.nl/koop/amsterdam/appartement-40291233-conny-stuartstraat-59/,3 kamers,€ 487.500 v.o.n.,82 m²
Conny Stuartstraat 61,https://funda.nl/koop/amsterdam/appartement-40284044-conny-stuartstraat-61/,3 kamers,€ 407.500 v.o.n.,67 m²
Conny Stuartstraat 63,https://funda.nl/koop/amsterdam/appartement-40291234-conny-stuartstraat-63/,4 kamers,€ 500.500 v.o.n.,84 m²
Conny Stuartstraat 7,https://funda.nl/koop/amsterdam/appartement-40288842-conny-stuartstraat-7/,3 kamers,€ 395.000 v.o.n.,67 m²
Conny Stuartstraat 9,https://funda.nl/koop/amsterdam/appartement-40288752-conny-stuartstraat-9/,4 kamers,€ 500.000 v.o.n.,87 m²
Conny Stuartstraat 1,https://funda.nl/koop/amsterdam/appartement-40284838-conny-stuartstraat-1/,2 kamers,€ 329.000 v.o.n.,59 m²
Conny Stuartstraat 11,https://funda.nl/koop/amsterdam/appartement-40288755-conny-stuartstraat-11/,2 kamers,€ 323.000 v.o.n.,59 m²
Conny Stuartstraat 13,https://funda.nl/koop/amsterdam/appartement-40288756-conny-stuartstraat-13/,3 kamers,€ 323.000 v.o.n.,59 m²
Conny Stuartstraat 23,https://funda.nl/koop/amsterdam/appartement-40284043-conny-stuartstraat-23/,2 kamers,€ 325.000 v.o.n.,59 m²
Conny Stuartstraat 3,https://funda.nl/koop/amsterdam/appartement-40288857-conny-stuartstraat-3/,3 kamers,€ 329.000 v.o.n.,59 m²
Conny Stuartstraat 47,https://funda.nl/koop/amsterdam/appartement-40284032-conny-stuartstraat-47/,2 kamers,€ 334.000 v.o.n.,59 m²
Conny Stuartstraat 65,https://funda.nl/koop/amsterdam/appartement-40284812-conny-stuartstraat-65/,3 kamers,€ 800.000 v.o.n.,111 m²
Conny Stuartstraat 67,https://funda.nl/koop/amsterdam/appartement-40288841-conny-stuartstraat-67/,4 kamers,€ 800.000 v.o.n.,113 m²
Sluishuis Terrace (Bouwnr. 11),https://funda.nl/koop/amsterdam/appartement-40115663-sluishuis-terrace-bouwnr-11/,4 kamers,€ 897.799 v.o.n.,139 m²
Sluishuis Terrace (Bouwnr. 12),https://funda.nl/koop/amsterdam/appartement-40115665-sluishuis-terrace-bouwnr-12/,3 kamers,€ 733.735 v.o.n.,116 m²
Sluishuis Terrace (Bouwnr. 3),https://funda.nl/koop/amsterdam/appartement-40115551-sluishuis-terrace-bouwnr-3/,4 kamers,€ 651.701 v.o.n.,121 m²
Sluishuis Terrace (Bouwnr. 41),https://funda.nl/koop/amsterdam/appartement-40115668-sluishuis-terrace-bouwnr-41/,4 kamers,€ 957.045 v.o.n.,139 m²
Sluishuis Terrace (Bouwnr. 46),https://funda.nl/koop/amsterdam/appartement-40115669-sluishuis-terrace-bouwnr-46/,3 kamers,€ 847.666 v.o.n.,120 m²
Sluishuis Terrace (Bouwnr. 7),https://funda.nl/koop/amsterdam/appartement-40115552-sluishuis-terrace-bouwnr-7/,4 kamers,€ 742.848 v.o.n.,120 m²
Sluishuis Terrace (Bouwnr. 21),https://funda.nl/koop/amsterdam/appartement-40115666-sluishuis-terrace-bouwnr-21/,3 kamers,€ 542.325 v.o.n.,80 m²
Sluishuis Terrace (Bouwnr. 47),https://funda.nl/koop/amsterdam/appartement-40115660-sluishuis-terrace-bouwnr-47/,3 kamers,€ 779.307 v.o.n.,117 m²
Sluishuis Terrace (Bouwnr. 67),https://funda.nl/koop/amsterdam/appartement-40115661-sluishuis-terrace-bouwnr-67/,4 kamers,€ 984.387 v.o.n.,141 m²
Sluishuis Terrace (Bouwnr. 70),https://funda.nl/koop/amsterdam/appartement-40115662-sluishuis-terrace-bouwnr-70/,5 kamers,€ 1.412.779 v.o.n.,182 m²
Sluishuis Terrace (Bouwnr. 29),https://funda.nl/koop/amsterdam/appartement-40115667-sluishuis-terrace-bouwnr-29/,4 kamers,€ 756.519 v.o.n.,120 m²
Sluis Cantilever (Bouwnr. 15),https://funda.nl/koop/amsterdam/appartement-40115674-sluis-cantilever-bouwnr-15/,3 kamers,€ 500.397 v.o.n.,76 m²
Sluis Cantilever (Bouwnr. 18),https://funda.nl/koop/amsterdam/appartement-40115675-sluis-cantilever-bouwnr-18/,3 kamers,€ 500.397 v.o.n.,76 m²
Sluis Cantilever (Bouwnr. 26),https://funda.nl/koop/amsterdam/appartement-40115677-sluis-cantilever-bouwnr-26/,3 kamers,€ 509.513 v.o.n.,78 m²
Sluis Cantilever (Bouwnr. 23),https://funda.nl/koop/amsterdam/appartement-40115676-sluis-cantilever-bouwnr-23/,3 kamers,€ 509.513 v.o.n.,78 m²
Sluis Cantilever (Bouwnr. 40),https://funda.nl/koop/amsterdam/appartement-40115678-sluis-cantilever-bouwnr-40/,3 kamers,€ 545.971 v.o.n.,80 m²
Sluis Cantilever (Bouwnr. 9),https://funda.nl/koop/amsterdam/appartement-40115673-sluis-cantilever-bouwnr-9/,3 kamers,€ 494.513 v.o.n.,78 m²
Sluishuis Duplex Penthouse (Bouwnr. 50),https://funda.nl/koop/amsterdam/appartement-40115683-sluishuis-duplex-penthouse-bouwnr-50/,3 kamers,€ 998.059 v.o.n.,151 m²
Sluishuis Duplex Penthouse (Bouwnr. 63),https://funda.nl/koop/amsterdam/appartement-40115685-sluishuis-duplex-penthouse-bouwnr-63/,3 kamers,€ 1.066.421 v.o.n.,152 m²
Sluishuis Duplex Penthouse (Bouwnr. 52),https://funda.nl/koop/amsterdam/appartement-40115684-sluishuis-duplex-penthouse-bouwnr-52/,6 kamers,€ 1.180.355 v.o.n.,191 m²
Sluishuis Specials (Bouwnr. 34),https://funda.nl/koop/amsterdam/appartement-40115679-sluishuis-specials-bouwnr-34/,4 kamers,€ 724.619 v.o.n.,108 m²
Sluishuis Specials (Bouwnr. 39),https://funda.nl/koop/amsterdam/appartement-40115670-sluishuis-specials-bouwnr-39/,3 kamers,€ 874.099 v.o.n.,148 m²
Sluishuis Specials (Bouwnr. 56),https://funda.nl/koop/amsterdam/appartement-40115672-sluishuis-specials-bouwnr-56/,2 kamers,€ 501.308 v.o.n.,84 m²
Sluishuis Penthouse (Bouwnr. 71),https://funda.nl/koop/amsterdam/appartement-40115687-sluishuis-penthouse-bouwnr-71/,6 kamers,€ 1.490.254 v.o.n.,192 m²
Postjesweg 192,https://funda.nl/huur/amsterdam/appartement-40211582-postjesweg-192/,3 kamers,€ 1.330 /mnd,68 m²
Postjesweg 196,https://funda.nl/huur/amsterdam/appartement-40147809-postjesweg-196/,3 kamers,€ 1.330 /mnd,69 m²
Postjesweg 198,https://funda.nl/huur/amsterdam/appartement-40147800-postjesweg-198/,3 kamers,€ 1.330 /mnd,69 m²
Postjesweg 260,https://funda.nl/huur/amsterdam/appartement-40147814-postjesweg-260/,3 kamers,€ 1.320 /mnd,69 m²
Postjesweg 276,https://funda.nl/huur/amsterdam/appartement-40147823-postjesweg-276/,3 kamers,€ 1.295 /mnd,69 m²
Postjesweg 278,https://funda.nl/huur/amsterdam/appartement-40147824-postjesweg-278/,3 kamers,€ 1.330 /mnd,69 m²
Postjesweg 192,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147803-postjesweg-192/,3 kamers,€ 1.330 /mnd,68 m²
Postjesweg 194,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147807-postjesweg-194/,3 kamers,€ 1.295 /mnd,69 m²
Postjesweg 200,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147801-postjesweg-200/,3 kamers,€ 1.310 /mnd,68 m²
Postjesweg 262,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147816-postjesweg-262/,3 kamers,€ 1.285 /mnd,66 m²
Postjesweg 264,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147817-postjesweg-264/,3 kamers,€ 1.320 /mnd,68 m²
Postjesweg 266,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147818-postjesweg-266/,3 kamers,€ 1.320 /mnd,48 m²
Postjesweg 268,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147835-postjesweg-268/,3 kamers,€ 1.300 /mnd,69 m²
Postjesweg 274,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147812-postjesweg-274/,3 kamers,€ 1.330 /mnd,69 m²
Postjesweg 280,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147828-postjesweg-280/,3 kamers,€ 1.330 /mnd,69 m²
Postjesweg 282,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147820-postjesweg-282/,3 kamers,€ 1.310 /mnd,68 m²
Postjesweg 174,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147757-postjesweg-174/,2 kamers,€ 1.065 /mnd,53 m²
Postjesweg 176,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147758-postjesweg-176/,2 kamers,€ 1.035 /mnd,49 m²
Postjesweg 188,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147890-postjesweg-188/,2 kamers,€ 1.075 /mnd,53 m²
Postjesweg 190,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147892-postjesweg-190/,2 kamers,€ 1.045 /mnd,49 m²
Postjesweg 256,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147802-postjesweg-256/,2 kamers,€ 1.075 /mnd,51 m²
Postjesweg 258,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147813-postjesweg-258/,2 kamers,€ 1.085 /mnd,51 m²
Postjesweg 270,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147819-postjesweg-270/,2 kamers,€ 1.085 /mnd,51 m²
Postjesweg 272,https://funda.nl/huur/verhuurd/amsterdam/appartement-40147811-postjesweg-272/,2 kamers,€ 1.095 /mnd,51 m²
Muiderlaan,https://funda.nl/koop/amsterdam/appartement-40106882-muiderlaan/,4 kamers,€ 448.000 v.o.n.,112 m²
Muiderlaan,https://funda.nl/koop/amsterdam/huis-40106807-muiderlaan/,1 kamer,€ 480.000 v.o.n.,120 m²
Bouwnummer (Bouwnr. 13),https://funda.nl/koop/amsterdam/appartement-40173108-bouwnummer-bouwnr-13/,1 kamer,€ 429.000 v.o.n.,112 m²
Bouwnummer (Bouwnr. 14),https://funda.nl/koop/amsterdam/appartement-40173109-bouwnummer-bouwnr-14/,1 kamer,€ 428.000 v.o.n.,110 m²
Bouwnummer (Bouwnr. 19),https://funda.nl/koop/amsterdam/appartement-40173114-bouwnummer-bouwnr-19/,1 kamer,€ 481.000 v.o.n.,125 m²
Bouwnummer (Bouwnr. 10),https://funda.nl/koop/amsterdam/appartement-40173105-bouwnummer-bouwnr-10/,1 kamer,€ 334.000 v.o.n.,81 m²
Bouwnummer (Bouwnr. 11),https://funda.nl/koop/amsterdam/appartement-40173106-bouwnummer-bouwnr-11/,1 kamer,€ 329.000 v.o.n.,81 m²
Bouwnummer (Bouwnr. 12),https://funda.nl/koop/amsterdam/appartement-40173107-bouwnummer-bouwnr-12/,1 kamer,€ 280.000 v.o.n.,64 m²
Bouwnummer (Bouwnr. 15),https://funda.nl/koop/amsterdam/appartement-40173100-bouwnummer-bouwnr-15/,1 kamer,€ 428.000 v.o.n.,110 m²
Bouwnummer (Bouwnr. 16),https://funda.nl/koop/amsterdam/appartement-40173101-bouwnummer-bouwnr-16/,1 kamer,€ 277.000 v.o.n.,60 m²
Bouwnummer (Bouwnr. 17),https://funda.nl/koop/amsterdam/appartement-40173102-bouwnummer-bouwnr-17/,1 kamer,€ 280.000 v.o.n.,66 m²
Bouwnummer (Bouwnr. 18),https://funda.nl/koop/amsterdam/appartement-40173113-bouwnummer-bouwnr-18/,1 kamer,€ 313.500 v.o.n.,74 m²
Bouwnummer (Bouwnr. 27),https://funda.nl/koop/amsterdam/appartement-40173115-bouwnummer-bouwnr-27/,1 kamer,€ 383.500 v.o.n.,98 m²
Bouwnummer (Bouwnr. 22),https://funda.nl/koop/amsterdam/appartement-40173190-bouwnummer-bouwnr-22/,1 kamer,€ 437.000 v.o.n.,118 m²
Bouwnummer (Bouwnr. 24),https://funda.nl/koop/amsterdam/appartement-40173192-bouwnummer-bouwnr-24/,1 kamer,€ 437.000 v.o.n.,118 m²
Bouwnummer (Bouwnr. 25),https://funda.nl/koop/amsterdam/appartement-40173103-bouwnummer-bouwnr-25/,1 kamer,€ 500.500 v.o.n.,136 m²
Bouwnummer (Bouwnr. 26),https://funda.nl/koop/amsterdam/appartement-40173104-bouwnummer-bouwnr-26/,1 kamer,€ 490.500 v.o.n.,138 m²
Bouwnummer (Bouwnr. 20),https://funda.nl/koop/amsterdam/appartement-40173198-bouwnummer-bouwnr-20/,1 kamer,€ 437.000 v.o.n.,118 m²
Bouwnummer (Bouwnr. 21),https://funda.nl/koop/amsterdam/appartement-40173199-bouwnummer-bouwnr-21/,1 kamer,€ 437.000 v.o.n.,118 m²
Bouwnummer (Bouwnr. 23),https://funda.nl/koop/amsterdam/appartement-40173191-bouwnummer-bouwnr-23/,1 kamer,€ 437.000 v.o.n.,118 m²
Bouwnummer (Bouwnr. 9),https://funda.nl/koop/amsterdam/appartement-40173197-bouwnummer-bouwnr-9/,1 kamer,€ 380.000 v.o.n.,103 m²
Bouwnummer (Bouwnr. 1),https://funda.nl/koop/amsterdam/appartement-40173194-bouwnummer-bouwnr-1/,1 kamer,€ 364.000 v.o.n.,90 m²
Bouwnummer (Bouwnr. 8),https://funda.nl/koop/amsterdam/appartement-40173196-bouwnummer-bouwnr-8/,1 kamer,€ 400.000 v.o.n.,103 m²
Lia Doranastraat 17,https://funda.nl/huur/amsterdam/appartement-40160054-lia-doranastraat-17/,3 kamers,€ 1.600 /mnd,86 m²
Lia Doranastraat 21,https://funda.nl/huur/amsterdam/appartement-40018956-lia-doranastraat-21/,4 kamers,€ 1.620 /mnd,91 m²
Lia Doranastraat 5,https://funda.nl/huur/amsterdam/appartement-40160053-lia-doranastraat-5/,3 kamers,€ 1.590 /mnd,86 m²
Lia Doranastraat 9,https://funda.nl/huur/amsterdam/appartement-40160040-lia-doranastraat-9/,4 kamers,€ 1.610 /mnd,91 m²
Lia Doranastraat 19,https://funda.nl/huur/verhuurd/amsterdam/appartement-40018066-lia-doranastraat-19/,3 kamers,€ 1.320 /mnd,72 m²
Lia Doranastraat 33,https://funda.nl/huur/verhuurd/amsterdam/appartement-40160041-lia-doranastraat-33/,4 kamers,€ 1.630 /mnd,91 m²
Lia Doranastraat 43,https://funda.nl/huur/verhuurd/amsterdam/appartement-40160049-lia-doranastraat-43/,3 kamers,€ 1.330 /mnd,72 m²
Lia Doranastraat 7,https://funda.nl/huur/verhuurd/amsterdam/appartement-40160048-lia-doranastraat-7/,3 kamers,€ 1.315 /mnd,72 m²
Lia Doranastraat 53,https://funda.nl/huur/amsterdam/appartement-40160058-lia-doranastraat-53/,3 kamers,€ 2.300 /mnd,124 m²
Lia Doranastraat 55,https://funda.nl/huur/amsterdam/appartement-40160055-lia-doranastraat-55/,4 kamers,€ 2.300 /mnd,126 m²
Lia Doranastraat 57,https://funda.nl/huur/amsterdam/appartement-40160057-lia-doranastraat-57/,3 kamers,€ 2.500 /mnd,124 m²
Lia Doranastraat 59,https://funda.nl/huur/amsterdam/appartement-40018067-lia-doranastraat-59/,4 kamers,€ 2.500 /mnd,126 m²
Lia Doranastraat 1,https://funda.nl/huur/verhuurd/amsterdam/appartement-40160163-lia-doranastraat-1/,2 kamers,€ 900 /mnd,50 m²
Lia Doranastraat 15,https://funda.nl/huur/verhuurd/amsterdam/appartement-40018065-lia-doranastraat-15/,2 kamers,€ 900 /mnd,50 m²
Lia Doranastraat 25,https://funda.nl/huur/verhuurd/amsterdam/appartement-40160168-lia-doranastraat-25/,2 kamers,€ 905 /mnd,50 m²
Lia Doranastraat 3,https://funda.nl/huur/verhuurd/amsterdam/appartement-40160167-lia-doranastraat-3/,2 kamers,€ 900 /mnd,50 m²
Lia Doranastraat 35,https://funda.nl/huur/verhuurd/amsterdam/appartement-40160052-lia-doranastraat-35/,2 kamers,€ 905 /mnd,50 m²
Lia Doranastraat 49,https://funda.nl/huur/verhuurd/amsterdam/appartement-40160051-lia-doranastraat-49/,2 kamers,€ 920 /mnd,50 m²
Bouwnummer (Bouwnr. 14),https://funda.nl/koop/amsterdam/appartement-40117149-bouwnummer-bouwnr-14/,4 kamers,€ 494.249 v.o.n.,113 m²
Bouwnummer (Bouwnr. 16),https://funda.nl/koop/amsterdam/appartement-40065433-bouwnummer-bouwnr-16/,5 kamers,€ 649.010 v.o.n.,147 m²
Bouwnummer (Bouwnr. 18),https://funda.nl/koop/amsterdam/appartement-40259204-bouwnummer-bouwnr-18/,4 kamers,€ 497.659 v.o.n.,113 m²
Bouwnummer (Bouwnr. 20),https://funda.nl/koop/amsterdam/appartement-40114563-bouwnummer-bouwnr-20/,5 kamers,€ 670.677 v.o.n.,150 m²
Bouwnummer (Bouwnr. 11),https://funda.nl/koop/verkocht/amsterdam/appartement-40189096-bouwnummer-bouwnr-11/,2 kamers,€ 217.319 v.o.n.,48 m²
Bouwnummer (Bouwnr. 12),https://funda.nl/koop/verkocht/amsterdam/appartement-40065420-bouwnummer-bouwnr-12/,3 kamers,€ 285.700 v.o.n.,66 m²
Bouwnummer (Bouwnr. 14),https://funda.nl/koop/verkocht/amsterdam/appartement-40065421-bouwnummer-bouwnr-14/,4 kamers,€ 475.590 v.o.n.,113 m²
Bouwnummer (Bouwnr. 15),https://funda.nl/koop/verkocht/amsterdam/appartement-40065422-bouwnummer-bouwnr-15/,4 kamers,€ 391.880 v.o.n.,92 m²
Bouwnummer (Bouwnr. 19),https://funda.nl/koop/verkocht/amsterdam/appartement-40065434-bouwnummer-bouwnr-19/,4 kamers,€ 407.850 v.o.n.,94 m²
Bouwnummer (Bouwnr. 19),https://funda.nl/koop/verkocht/amsterdam/appartement-40117273-bouwnummer-bouwnr-19/,4 kamers,€ 423.651 v.o.n.,94 m²
Bouwnummer (Bouwnr. 2),https://funda.nl/koop/verkocht/amsterdam/appartement-40065429-bouwnummer-bouwnr-2/,3 kamers,€ 511.442 v.o.n.,123 m²
Bouwnummer (Bouwnr. 20),https://funda.nl/koop/verkocht/amsterdam/appartement-40065435-bouwnummer-bouwnr-20/,5 kamers,€ 645.530 v.o.n.,150 m²
Bouwnummer (Bouwnr. 24),https://funda.nl/koop/verkocht/amsterdam/appartement-40065436-bouwnummer-bouwnr-24/,3 kamers,€ 317.400 v.o.n.,73 m²
Bouwnummer (Bouwnr. 25),https://funda.nl/koop/verkocht/amsterdam/appartement-40065437-bouwnummer-bouwnr-25/,4 kamers,€ 594.490 v.o.n.,144 m²
Bouwnummer (Bouwnr. 5),https://funda.nl/koop/amsterdam/appartement-40065423-bouwnummer-bouwnr-5/,5 kamers,€ 594.070 v.o.n.,140 m²
Bouwnummer (Bouwnr. 8),https://funda.nl/koop/amsterdam/appartement-40065427-bouwnummer-bouwnr-8/,5 kamers,€ 667.730 v.o.n.,159 m²
